name;height;weight;date_of_birth;birthplace;position;footedness;roster_category;player_category
Tyler Clegg;6' 3\";;5.1.2000 (24);unknown, USA;Defender;;;
Matt Crooks;6' 3\";;1.20.1994 (31);Leeds, England;Midfielder;;;
Mauricio Cuevas;5' 7\";119 lbs;2.10.2003 (22);Los Angeles, CA, USA;Defender;;Supplemental Slots 21-24;Homegrown
Sebastian Cruz;5' 7\";150 lbs;7.31.2000 (24);unknown, USA;Forward;;;
Matías Cóccaro;5' 10\";;11.15.1997 (27);Pirarajá, Uruguay;Forward;;;
Mohamed Cisset;6' 2\";;8.25.2004 (20);Montreal, Canada;Defender;;;
Chance Cowell;5' 7\";;7.5.2008 (16);Ceres, CA, USA;Forward;;Signed;Homegrown
Amir Daley;5' 9\";154 lbs;2.26.2002 (23);Elmont, NY, USA;Defender;;;
Rafael Czichos;6' 2\";190 lbs;5.14.1990 (34);Djidda, Saudi Arabia;Defender;Left;Senior;International
;5' 10\";168 lbs;6.9.1998 (26);Rio de Janeiro, Brazil, Brazil;Midfielder;Right;Senior;International, Designated Player
Sean Akira Davis;6' 0\";165 lbs;2.8.1993 (32);Long Beach, NJ, USA;Midfielder;Right;Senior;Homegrown
Nick Dang;6' 2\";181 lbs;;Brentwood, TN, USA;Defender;;;
Sean Akira Davis;6' 0\";165 lbs;2.8.1993 (32);Long Beach, NJ, USA;Midfielder;Right;Senior;Homegrown
Fernando Delgado;6' 1\";174 lbs;7.25.2006 (18);Phoenix, USA;Goalkeeper;;;
;;;;;;;;
Gio De Libera;;;10.13.2006 (18);;Midfielder;;;
Marcos Dias;;;11.30.2001 (23);Formoso do Araguaia, Brazil;Forward;;;
Adisa De Rosario;;;10.27.2004 (20);San Jose, CA, USA;Goalkeeper;;;
Edward Davis;6' 0\";150 lbs;6.17.2006 (18);Los Angeles, CA, USA;Forward;;;
Lorenzo Dellavalle;6' 2\";;4.4.2004 (21);Carmagnola, Italy;Defender;Right;;
CJ dos Santos;6' 3\";168 lbs;8.24.2000 (24);Philadelphia, PA, USA;Goalkeeper;;Supplemental Slots 21-24;
Bryan Dowd;6' 3\";174 lbs;3.8.2002 (23);Oak Park, IL, USA;Goalkeeper;;Supplemental Slots 29-30;
Micael dos Santos Silva;6' 3\";181 lbs;8.12.2000 (24);Presidente Prudente, Brazil;Defender;;Senior;International
Jeremy Ebobisse;6' 0\";181 lbs;2.14.1997 (28);París, France;Forward;;Senior;
Sebastián Driussi;5' 10\";176 lbs;2.9.1996 (29);Buenos Aires, Argentina;Midfielder;Both;Senior;Designated Player, Designated Player
Nathaniel Edwards;;;10.18.2002 (22);;Forward;;;
Bryan Dowd;6' 3\";174 lbs;3.8.2002 (23);Oak Park, IL, USA;Goalkeeper;;Supplemental Slots 29-30;
Erik Dueñas;5' 4\";130 lbs;10.18.2004 (20);Los Angeles, CA, USA;Midfielder;;Supplemental Slots 21-24;Homegrown
Andrei Dumitru;6' 1\";179 lbs;10.28.2006 (18);Toronto, ON, Canada;Midfielder;;;
Kyle Duncan;5' 10\";150 lbs;8.8.1997 (27);New York, NY, USA;Defender;;Senior;
Maximus Ekk;5' 10\";181 lbs;8.28.2005 (19);Hanford, CA, USA;Forward;;;
Herbert Endeley;5' 10\";152 lbs;10.9.2001 (23);Blaine, MN, USA;Forward;;Supplemental Slots 25-28;
Bento Estrela;6' 1\";157 lbs;2.10.2006 (19);unknown, USA;Midfielder;;Supplemental Slots 31;Homegrown
Matthew Evans;;;5.25.2006 (18);Simi Valley, CA, USA;Midfielder;;;
Justin Ellis;;;5.14.2007 (17);Wellington, FL, USA;Forward;;;
Facundo Farías;5' 8\";152 lbs;8.28.2002 (22);Santa Fe, Argentina;Midfielder;;Senior;International, U22 Initiative
Lawrence Ennali;5' 8\";;3.7.2002 (23);Berlin, Germany;Forward;;;
Wilson Eisner;6' 0\";165 lbs;5.3.2002 (22);Menlo Park, CA, USA;Defender;;;
Piero Elias;;;9.8.2002 (22);New York City, NY, USA;Midfielder;;;
Zackery Farnsworth;6' 1\";165 lbs;7.13.2002 (22);unknown, USA;Defender;;;Homegrown
Jesús Ferreira;5' 8\";150 lbs;12.24.2000 (24);Santa Marta, Colombia;Forward;Right;Senior;
;;;;;;;;
Duran Ferree;6' 1\";165 lbs;9.28.2006 (18);San Diego, CA, USA;Goalkeeper;;;
Nick Fernandez;5' 11\";150 lbs;12.22.2001 (23);Downers Grove, IL, USA;Midfielder;;;
Nick Firmino;5' 11\";174 lbs;1.30.2001 (24);Mantena, Brazil;Midfielder;Right;Supplemental Slots 25-28;Homegrown
Isaiah Foster;6' 0\";172 lbs;8.12.2003 (21);;Defender;;Supplemental Slots 21-24;
Sebastián Ferreira;5' 11\";154 lbs;2.13.1998 (27);Asunción, Paraguay;Forward;;Senior;International, Designated Player
Andreu Fontàs;6' 2\";201 lbs;11.14.1989 (35);Banyoles, Spain;Defender;Left;Senior;
JahLane Forbes;6' 0\";154 lbs;2.5.2002 (23);Brooklyn, NY, USA;Defender;;;
Nathan Fogaça;5' 10\";161 lbs;6.9.1999 (25);unknown, Brazil;Forward;;Supplemental Slots 25-28;International
Nicolás Freire;6' 1\";176 lbs;2.18.1994 (31);;Defender;;;International
Gastón Giménez;6' 2\";181 lbs;7.27.1991 (33);Formosa, Argentina;Midfielder;Left;Senior;Designated Player
Emiro Garcés;6' 1\";174 lbs;10.11.2001 (23);López de Micay, Colombia;Defender;;;
Diego García;5' 9\";141 lbs;10.17.2006 (18);Denver, CO, USA;Midfielder;;;
Nicholas Gioacchini;6' 0\";;7.25.2000 (24);Kansas City, MO, USA;Forward;Right;Senior;
Malcolm Fry;5' 9\";157 lbs;5.15.2005 (19);unknown, USA;Forward;;;Homegrown
Chase Gasper;6' 0\";183 lbs;1.25.1996 (29);Alexandria, VA, USA;Defender;;Senior;
Matias Gallardo;5' 9\";157 lbs;11.23.2003 (21);;Midfielder;;;
Real Gill;5' 7\";161 lbs;1.23.2003 (22);Port of Spain, Trinidad and Tobago;Midfielder;Right;;
Emil Gazdov;6' 3\";209 lbs;9.11.2003 (21);North Vancouver, BC, Canada;Goalkeeper;;;
Diego Gómez;6' 0\";161 lbs;3.27.2003 (22);San Juan Bautista, Paraguay;Midfielder;Right;Senior;International, U22 Initiative
Aníbal Godoy;5' 11\";165 lbs;2.10.1990 (35);Panama City, Panama;Midfielder;Left;Senior;
Tomás Gómez;6' 2\";194 lbs;5.20.1993 (31);Montemorelos, Mexico;Goalkeeper;;Senior;
Jake Girdwood-Reich;6' 1\";;5.26.2004 (20);Sydney, Australia;Midfielder;;;
Eliot Goldthorp;;;11.3.2001 (23);;Midfielder;;;
Maouloune Goumballe;;;6.21.2001 (23);Cincinnati, OH, USA;Forward;;;
Caden Glover;;;3.8.2007 (18);Columbia, IL, USA;Forward;;;Homegrown
Gaston Gonzalez;6';179 lbs;6.27.2001 (23);Santa Fe, Argentina, Argentina;Forward;;Senior;
Mario González;6' 0\";168 lbs;2.25.1996 (29);Vallarcayo, Spain;Forward;Left;Senior;International
Carlos Gruezo;5' 8\";148 lbs;4.19.1995 (29);Santo Domingo, Ecuador;Midfielder;Right;Senior;Designated Player
JD Gunn;;;1.21.2000 (25);Albrook, Panama;Goalkeeper;;;
Michael Halliday;6' 1\";157 lbs;1.22.2003 (22);Orlando, FL, USA;Defender;;Senior;Homegrown
Oscar Herrera;5' 11\";;3.28.2002 (23);Madison, WI, USA;Goalkeeper;;;
;;;;;;;;
Jay Herdman;5' 7\";139 lbs;8.14.2004 (20);unknown, New Zealand;;;;
Aiden Hezarkhani;5' 10\";;6.28.2007 (17);Irvine, CA, USA;Forward;;;
Nicholas Hagen;6' 4\";176 lbs;8.2.1996 (28);Nueva Guatemala de la Asunción, Guatemala;Goalkeeper;Right;;
Nicholas Holliday;6' 1\";170 lbs;1.17.2006 (19);Chapel Hill, NC, USA;Goalkeeper;;;
Juan Hernández;5' 9\";161 lbs;4.20.1999 (25);Pereira, Colombia;Forward;Right;Senior;Designated Player, International
Tyler Hall;5' 10\";;2.5.2006 (19);Miramar, FL, USA;Defender;;;Homegrown
Jackson Hopkins;6' 2\";163 lbs;7.1.2004 (20);Fredericksburg, VA, USA;Midfielder;;Supplemental Slots 29-30;Homegrown
Alec Hughes;;;1.22.2002 (23);Glastonbury, CT, USA;Forward;;;
Geovane Jesus;5' 11\";;7.31.2001 (23);Santana Do Riacho, Brazil;Defender;;;International
Rio Nathaniel Hope-Gund;6' 0\";179 lbs;8.20.1999 (25);New York City, USA;Defender;;Supplemental Slots 25-28;
Tega Ikoba;6' 3\";198 lbs;8.14.2003 (21);Bettendorf, IA, USA;Forward;;Supplemental Slots 25-28;Homegrown
Jacob Jackson;5' 11\";190 lbs;4.25.2000 (24);San Diego, CA, USA;Goalkeeper;;Signed;
Cole Jensen;6' 4\";170 lbs;1.22.2001 (24);unknown, USA;Goalkeeper;Right;Supplemental Slots 25-28;
Emil Jääskeläinen;6' 3\";;3.16.2001 (24);Bolton, England;Forward;;;
Cole Johnson;;;4.8.2002 (22);;Goalkeeper;;;
Daron Iskenderian;5' 10\";154 lbs;3.19.2002 (23);;Midfielder;;;
Andrew Johnson;6' 2\";170 lbs;2.3.2004 (21);Philadelphia, PA, USA;Defender;;;
Malachi Jones;5' 10\";;9.23.2003 (21);Freetown, Sierra Leone;Forward;;;
Isaiah Jones;5' 9\";163 lbs;4.8.2006 (18);Freetown, Sierra Leone;Midfielder;;Supplemental Slots 25-28;
Dejan Joveljic;6';165 lbs;8.7.1999 (25);Bijeljina, Bosnia and Herzegovina;Forward;Right;Senior;International, U22 Initiative
Anderson Julio;5' 11\";154 lbs;5.31.1996 (28);Pimampiro, Ecuador;Forward;Right;Senior;International
MyKhi Joyner;;;8.30.2006 (18);Bloomington, IL, USA;Midfielder;;;Homegrown
Nate Jones;6' 3\";;8.23.2001 (23);Gig Harbor, WA, USA;Defender;;;
Cyprian Kachwele;6' 3\";152 lbs;2.15.2005 (20);Shinyanga, Tanzania;Forward;Right;;
Sawyer Jura;;;3.9.2006 (19);unknown, USA;Defender;;;
Sam Junqua;6' 0\";170 lbs;11.9.1996 (28);Saratoga, CA, USA;Defender;;Senior;
Brent Kallman;6' 2\";190 lbs;10.4.1990 (34);Omaha, USA;Defender;;Senior;
;;;;;;;;
Hakim Karamoko;6' 0\";;11.1.2005 (19);New York, USA;Forward;;;
Molik Jesse Jesse Khan;6' 0\";168 lbs;4.8.2004 (20);unknown, Trinidad and Tobago;Midfielder;Right;;
Benji Kikanović;6' 0\";165 lbs;1.6.2000 (25);San Jose, CA, USA;Forward;;Senior;
Hosei Kijima;5' 10\";;7.1.2002 (22);Yokohama, Japan;Midfielder;;;
Kevin Kelsy;6' 4\";187 lbs;7.27.2004 (20);Valencia, Venezuela;Forward;;;
Kipp Keller;6' 2\";181 lbs;7.14.2000 (24);St. Louis, MO, USA;Defender;;Supplemental Slots 21-24;
John David Klein III;5' 7\";139 lbs;11.17.1999 (25);Columbia, MO, USA;Midfielder;;;
Max Kerkvliet;6' 5\";205 lbs;10.1.2005 (19);Houston, TX, USA;Goalkeeper;;;
Mateusz Klich;6' 0\";185 lbs;6.13.1990 (34);Tarnow, Poland;Midfielder;Right;Senior;International
Jeorgio Kocevski;6' 1\";174 lbs;8.2.2002 (22);Liverpool, NY, USA;Midfielder;;Supplemental Slots 21-24;
Matúš Kmeť;5' 8\";132 lbs;6.27.2000 (24);Ružomberok, Slovakia;Defender;;Senior;International
Georgios Koutsias;5' 11\";163 lbs;2.8.2004 (21);Thessaloniki, Greece;Forward;Right;Senior;International, U22 Initiative
Christian Koffi;5' 8\";152 lbs;8.28.2000 (24);Paris, France;Midfielder;;;
Sergii Kryvtsov;6' 0\";161 lbs;3.15.1991 (34);unknown, Ukraine;Defender;Right;Senior;
Christian Koffi;5' 8\";152 lbs;8.28.2000 (24);Paris, France;Midfielder;;;
Jack Kortkamp;6' 3\";;1.28.2008 (17);Oakville, ON, Canada;Goalkeeper;;;Homegrown
Ted Ku-Dipietro;5' 9\";161 lbs;1.28.2002 (23);Oakton, VA, USA;Midfielder;;Supplemental Slots 25-28;Homegrown
Jordan Knight;6' 3\";;6.13.2002 (22);Mississauga, Ontario, Canada;Forward;;;
Ted Ku-Dipietro;5' 9\";161 lbs;1.28.2002 (23);Oakton, VA, USA;Midfielder;;Supplemental Slots 25-28;Homegrown
;;;;;;;;
Ariel Lassiter;5' 10\";154 lbs;9.27.1994 (30);Turrialba, Costa Rica;Midfielder;Both;Senior;
Erik Lauta;6' 3\";174 lbs;7.26.2003 (21);Aptos, CA, USA;Goalkeeper;;;
Randall Leal;5' 7\";163 lbs;1.14.1997 (28);San José, Costa Rica;Midfielder;Right;Senior;International
Kevon Lambert;6' 3\";181 lbs;3.22.1997 (28);Clarendon Parish, Jamaica;Midfielder;Both;Senior;International
Nicolás Lodeiro;5' 9\";157 lbs;3.21.1989 (36);Paysandú, Uruguay;Midfielder;;Senior;
Damian Las;6' 0\";161 lbs;4.11.2002 (22);Des Plaines, IL, USA;Goalkeeper;;Supplemental Slots 25-28;Homegrown
Jonathan Lewis;5' 7\";150 lbs;6.4.1997 (27);Plantation, FL, USA;Forward;;Senior;
Finn Linder;6' 0\";170 lbs;5.6.2004 (20);Calgary, AB, Canada;Defender;;;
Jack Lynn;6' 1\";174 lbs;1.12.2000 (25);Saint Louis, MI, USA;Forward;;Supplemental Slots 25-28;
Zac MacMath;6' 2\";176 lbs;8.7.1991 (33);St. Petersburg, FL, USA;Goalkeeper;;Senior;
Elias Manoel;5' 9\";165 lbs;11.30.2001 (23);Itapevi, Brazil;Forward;;Senior;International
Cassius Mailula;5' 8\";;6.12.2001 (23);Limpopo, South Africa;Forward;;;
Elias Manoel;5' 9\";165 lbs;11.30.2001 (23);Itapevi, Brazil;Forward;;Senior;International
Riley Lynch;;;1.2.2003 (22);Chandler, AZ, USA;Forward;;;
JT Marcinkowski;6' 1\";185 lbs;5.9.1997 (27);Alamo, CA, USA;Goalkeeper;;Senior;Homegrown
Lukas MacNaughton;6' 1\";190 lbs;3.8.1995 (30);Brussels, NY, Belgium;Defender;Right;Senior;
Favian Loyola;;;5.18.2005 (19);Camp Lejeune, North Carolina, USA;Midfielder;;Supplemental Slots 29-30;Homegrown
Talles Magno;6' 1\";154 lbs;6.26.2002 (22);Rio de Janeiro, Brazil;Forward;;Senior;Young Designated Player
Hugo Mbongue;5' 11\";187 lbs;7.27.2004 (20);Toronto, ON, Canada;Forward;;Supplemental Slots 25-28;Homegrown
Dax McCarty;5' 9\";150 lbs;4.30.1987 (37);Winter Park, FL, USA;Midfielder;Right;Senior;
Omar Marquez;;;2.21.2008 (17);Sacramento, CA, USA;Midfielder;;;
Ben Martino;6' 6\";194 lbs;9.13.2002 (22);unknown, USA;Goalkeeper;;Supplemental Slots 21-24;Homegrown
Aiden McFadden;5' 9\";165 lbs;9.28.1998 (26);West Chester, PA, USA;Defender;;Supplemental Slots 25-28;
Salvatore Mazzaferro;;;10.11.2001 (23);unknown, Canada;Defender;;;
Philip Mayaka;5' 7\";135 lbs;11.30.2000 (24);Nairobi, Kenya;Midfielder;;Supplemental Slots 21-24;Generation adidas
Felipe Martins;5' 9\";154 lbs;9.30.1990 (34);Engenheiro Beltrao, Brazil;Midfielder;Right;Senior;
Alexandru Matan;5' 6\";135 lbs;8.29.1999 (25);Galati, Romania;Midfielder;Right;Senior;International, U22 Initiative
George Marks;6' 1\";165 lbs;11.10.1999 (25);Raleigh, NC, USA;Goalkeeper;;Signed;
Jack McGlynn;6' 0\";161 lbs;7.7.2003 (21);Middle Village, New York, USA;Midfielder;Left;Supplemental Slots 29-30;Homegrown
Cruz Medina;5' 9\";;9.24.2006 (18);San Francisco, CA, USA;Midfielder;;Signed;Homegrown
;;;;;;;;
Damario McIntosh;5' 10\";181 lbs;8.17.2007 (17);Westmoreland, Jamaica;Defender;;;Homegrown
Finn McRobb;6' 3\";181 lbs;1.30.2002 (23);Glasgow, Scotland;Defender;;;
Gio Miglietti;6';183 lbs;9.5.1999 (25);Hawthorne, CA, USA;Forward;;;
Brendan McSorley;;;2.1.2002 (23);;Forward;;;
Ryan Meara;6' 4\";185 lbs;11.15.1990 (34);Crestwood, NY, USA;Goalkeeper;;Senior;
Christian McFarlane;6';139 lbs;1.25.2007 (18);Basildon, England;Defender;;Signed;Homegrown
Tim Melia;6' 1\";209 lbs;5.15.1986 (38);Great River, NY, USA;Goalkeeper;Right;Senior;
Juan Mina;5' 11\";172 lbs;7.27.2004 (20);Santiago de Cali, Colombia;Defender;Right;Senior;International
Shaq Moore;5' 11\";163 lbs;11.2.1996 (28);Powder Springs, GA, USA;Defender;Right;Senior;
Luca Moisa;5' 7\";;4.20.2008 (16);Las Vegas, NV, USA;Midfielder;;;
Jovan Mijatović;5' 10\";;7.11.2005 (19);Beograd, Serbia and Montenegro;Forward;;;
Malachi Molina;6' 0\";135 lbs;10.11.2006 (18);Miami, FL, USA;Defender;;;
Roald Mitchell;6' 1\";161 lbs;1.13.2003 (22);Montclair, NJ, USA;Forward;;Supplemental Slots 25-28;Homegrown
Francesco Montali;6' 3\";185 lbs;9.6.2000 (24);Miami, FL, USA;Goalkeeper;;;
Ricardo Montenegro;;;9.23.2004 (20);;Midfielder;;;
Francesco Montali;6' 3\";185 lbs;9.6.2000 (24);Miami, FL, USA;Goalkeeper;;;
Alfredo Morales;6' 0\";170 lbs;5.12.1990 (34);Berlin, Germany;Midfielder;Right;Senior;
Chris Mueller;5' 9\";163 lbs;8.29.1996 (28);Schaumburg, IL, USA;Forward;Right;Senior;
Jalen Neal;6' 3\";170 lbs;8.24.2003 (21);Lakewood, CA, USA;Defender;Right;Supplemental Slots 29-30;
Thomas Musto;;;11.10.2003 (21);Makawao, HI, USA;Midfielder;;;
Jalen Neal;6' 3\";170 lbs;8.24.2003 (21);Lakewood, CA, USA;Defender;Right;Supplemental Slots 29-30;
Thomas Musto;;;11.10.2003 (21);Makawao, HI, USA;Midfielder;;;
Max Murray;6' 5\";194 lbs;4.8.2002 (22);Kennebunkport, ME, USA;Defender;;;
Jesús David Murillo;6' 0\";159 lbs;2.18.1994 (31);Cali, Colombia;Defender;Right;Senior;
Luis Müller;;;2.12.2001 (24);Cottbus, Germany;Forward;;;
Federico Navarro;5' 8\";154 lbs;3.9.2000 (25);Santa Fe, Argentina;Midfielder;Right;Senior;International, U22 Initiative
Marcelo Morales;5' 10\";165 lbs;6.6.2003 (21);San Miguel, Chile;Defender;;;
;;;;;;;;
Jack Neeley;6' 1\";170 lbs;3.11.2005 (20);Loxahatchee, FL, USA;Defender;;Supplemental Slots 29-30;Homegrown
Franco Negri;5' 9\";148 lbs;2.20.1995 (30);San Martín, Mendoza, Argentina;Defender;Left;Senior;
Lewis O'Brien;5' 8\";163 lbs;10.14.1998 (26);Colchester, England;Midfielder;;Senior;
Jake Nerwinski;6' 0\";174 lbs;10.17.1994 (30);Lawrenceville, NJ, USA;Defender;Right;Senior;
Liam O'Gara;6' 3\";194 lbs;10.27.2004 (20);Winston-Salem, NC, USA;Midfielder;;;
Rory O'Driscoll;;;2.16.2000 (25);;Midfielder;;;
Curtis Ofori;5' 10\";161 lbs;11.20.2005 (19);Hopewell Junction, NY, USA;Defender;;Supplemental Slots 31;Homegrown
Cristian Olivera;5' 9\";170 lbs;4.17.2002 (22);Montevideo, Uruguay;Midfielder;Right;Senior;International, U22 Initiative
Wyatt Omsberg;6' 4\";181 lbs;9.21.1995 (29);Scarborough,ME, USA;Defender;;Senior;
Elliot Joseph Panicco;6' 5\";205 lbs;11.18.1996 (28);Paducah, KY, USA;Goalkeeper;;Supplemental Slots 21-24;
Allan Oyirwoth;6' 1\";168 lbs;1.23.2007 (18);Amor, Uganda;Midfielder;;;
Woobens Pacius;6' 1\";176 lbs;5.11.2001 (23);Terrebonne, QC, Canada;Forward;;;
Diego Pepi;5' 9\";157 lbs;12.19.2004 (20);El Paso, TX, USA;Forward;;;
Adam Pearlman;;;4.5.2005 (20);Johannesburg, South Africa;Defender;;;
Tyson Pearce;;;8.12.2007 (17);St. Charles, MO, USA;Midfielder;;;
Quimi Ordoñez;6' 2\";159 lbs;8.5.2003 (21);Cincinnati, OH, USA;Forward;Right;Supplemental Slots 29-30;Homegrown
Donovan Parisian;6' 4\";205 lbs;9.27.2004 (20);Queen Creek, AZ, USA;Goalkeeper;;;
Jonathan Pérez;5' 7\";143 lbs;1.18.2003 (22);Whittier, CA, USA;Midfielder;Left;Supplemental Slots 29-30;Homegrown
Pablo Ortiz;6' 3\";154 lbs;6.8.2000 (24);Santiago de Cali, Colombia;Defender;;;
Luca Petrasso;5' 11\";168 lbs;6.16.2000 (24);North York, ON, Canada;Defender;Left;Supplemental Slots 25-28;Homegrown
Miguel Perez;5' 11\";154 lbs;4.28.2005 (19);St. Louis, MO, USA;Midfielder;;Supplemental Slots 29-30;Homegrown
Kayden Pierre;5' 9\";154 lbs;2.16.2003 (22);Rochester Hills, MI, USA;Defender;;Supplemental Slots 29-30;Homegrown
Malik Pinto;5' 11\";168 lbs;8.9.2002 (22);Durham, NC, USA;Midfielder;;;
Tomas Pondeca;;;10.10.2001 (23);unknown, USA;Forward;;Supplemental Slots 25-28;
David Poreba;6';;12.1.2002 (22);Chicago, IL, USA;Midfielder;;;
Nelson Pierre;6' 1\";181 lbs;3.22.2005 (20);Lebanon, PA, USA;Forward;;Supplemental Slots 31;Homegrown
Paxton Pomykal;5' 8\";163 lbs;12.17.1999 (25);Lewisville, TX, USA;Midfielder;;Senior;
Selmir Pidro;5' 10\";170 lbs;3.3.1998 (27);Bugojno, Bosnia and Herzegovina;Defender;;Senior;International
Fafà Picault;5' 8\";139 lbs;2.23.1991 (34);New York, NY, USA;Midfielder;Right;Senior;
;;;;;;;;
Alan Pulido;5' 10\";181 lbs;3.8.1991 (34);Ciudad Victoria, Mexico;Forward;Right;Senior;Designated Player
Tahir Reid-Brown;;;7.2.2006 (18);unknown, USA;Defender;;Supplemental Slots 25-28;Homegrown
Alonso Ramirez;;;8.20.2001 (23);unknown, Mexico;Midfielder;;;
Nelson Quiñones;5' 9\";;8.20.2002 (22);Tumaco, Colombia;Forward;;Senior;International
João Pedro Reginaldo;6' 0\";161 lbs;3.14.2003 (22);unknown, Brazil;Defender;;;International
Gibran Rayo;5' 8\";150 lbs;10.14.2001 (23);Dallas, TX, USA;Forward;;;
Jayden Reid;;;8.29.2001 (23);Elmont, NY, USA;Defender;;Supplemental Slots 25-28;Homegrown
Riqui Puig;5' 7\";123 lbs;8.13.1999 (25);Matadepera, Spain;Midfielder;Right;Senior;International, Designated Player
Teemu Pukki;5' 11\";179 lbs;3.29.1990 (35);Kotka, Finland;Forward;Right;Senior;Designated Player, International
Andres Reyes;6' 3\";179 lbs;9.8.1999 (25);Puerto Tejada, Colombia;Defender;Right;Senior;International, U22 Initiative
Spencer Richey;6' 1\";194 lbs;5.30.1992 (32);Seattle, WA, USA;Goalkeeper;;Senior;
Daniel Ríos;6' 1\";185 lbs;2.22.1995 (30);Mexico City, Mexico;Forward;;Senior;
Will Richmond;5' 10\";170 lbs;4.6.2000 (24);unknown, USA;Forward;Right;Supplemental Slots 25-28;Homegrown
Christopher Rindov;6' 2\";190 lbs;10.8.2001 (23);Rockville, MD, USA;Defender;;Supplemental Slots 25-28;
Lineker Rodrigues dos Santos;6' 0\";181 lbs;3.12.2002 (23);Rio de Janeiro, Brazil;Midfielder;;;
Wilfredo Rivera;5' 6\";148 lbs;10.14.2003 (21);San Juan, PR, Puerto Rico;Forward;;Signed;Homegrown
Damian Rivera;5' 10\";161 lbs;12.8.2002 (22);Cranston, RI, USA;Midfielder;;Supplemental Slots 29-30;Homegrown
Luis Rivera;5' 8\";161 lbs;12.1.2007 (17);El Paso, TX, USA;Defender;;;Homegrown
Braudilio Rodrigues;;;11.15.1999 (25);unknown, Guinea-Bissau;Forward;;;
Santiago Rodríguez;5' 6\";137 lbs;1.8.2000 (25);Montevideo, Uruguay;Midfielder;Right;Senior;Young Designated Player
Missael Rodriguez;5' 9\";161 lbs;2.9.2003 (22);Chicago, IL, USA;Forward;;Supplemental Slots 29-30;Homegrown
Keith Romanshyn;;;6.19.2005 (19);;Midfielder;;;
Jonathan Rodríguez;5' 10\";172 lbs;7.6.1993 (31);Florida, Uruguay;Forward;Right;;Designated Player
Abraham Romero;6' 2\";185 lbs;2.18.1998 (27);Pasadena, CA, USA;Goalkeeper;Right;Supplemental Slots 25-28;
Baltasar Rodríguez;5' 8\";;7.9.2003 (21);Monte Hermoso, Argentina;Midfielder;;;
Diego Rosales;5' 11\";159 lbs;11.1.2005 (19);South Gate, USA;Defender;;Supplemental Slots 29-30;Homegrown
Johnny Russell;5' 10\";174 lbs;4.8.1990 (34);Glasgow, Scotland;Forward;Both;Senior;
Matías Rojas;5' 11\";;11.3.1995 (29);Asuncion, Paraguay;Midfielder;;Senior;International
Sebastián Rodríguez;5' 6\";150 lbs;9.13.2007 (17);Houston, Texas, USA;Midfielder;;;Homegrown
;;;;;;;;
Ryan Sailor;6' 3\";;11.27.1998 (26);unknown, USA;Defender;;Signed;
Abdi Salim;6' 1\";;4.1.2001 (24);Nairobi, Kenya;Defender;;Ineligible - On Loan;
James Sands;6' 1\";185 lbs;7.6.2000 (24);Rye, NY, USA;Midfielder;Right;Senior;Homegrown
Kieran Sargeant;6' 0\";165 lbs;5.15.2003 (21);Houston, Texas, USA;Defender;;Ineligible - On Loan;Homegrown
Carl Sainte;5' 11\";181 lbs;8.9.2002 (22);unknown, Haiti;Midfielder;Right;Ineligible - On Loan;
Brady Scott;6' 2\";174 lbs;6.30.1999 (25);Petaluma, CA, USA;Goalkeeper;Right;Senior;
Samuel Sarver;5' 10\";187 lbs;3.3.2003 (22);Chesterland, OH, USA;Forward;;;
Alessandro Schöpf;5' 10\";163 lbs;2.7.1994 (31);Umhausen, Austria;Midfielder;Right;Senior;International
Enes Sali;5' 6\";;2.23.2006 (19);Ontario, Canada;Forward;;;
Mason Stajduhar;6' 2\";190 lbs;12.2.1997 (27);Salem, MA, USA;Goalkeeper;Right;Supplemental Slots 29-30;Homegrown
Jaylen Shannon;;;2.10.2000 (25);;Defender;;;
Arnaud Souquet;5' 10\";159 lbs;2.12.1992 (33);Paris, France;Defender;Right;Senior;
Tommy Silva;5' 10\";;2.21.2002 (23);Tucson, AZ, USA;Defender;;;
Amar Sejdić;5' 10\";159 lbs;11.29.1996 (28);Berlin, Germany;Midfielder;;Senior;
Kaedren Spivey;;;5.28.2009 (15);San Jose, CA, USA;Midfielder;;;
Charlie Sharp;6' 5\";;6.23.2001 (23);Brighton, MI, USA;Forward;;;
Joseph Skinner;6' 0\";139 lbs;3.28.2003 (22);Charlotte, NC, USA;Midfielder;;Supplemental Slots 25-28;Generation adidas
Jhon Solís;5' 7\";;2.12.1999 (26);San José Del Guaviare, Colombia;Midfielder;;;
Sergi Solans;6' 2\";179 lbs;2.26.2003 (22);Lleida, Spain;Forward;;;
Aidan Stokes;6' 0\";143 lbs;1.14.2008 (17);unknown, USA;Goalkeeper;;;Homegrown
Karol Swiderski;6' 0\";170 lbs;1.23.1997 (28);Rawicz, Poland;Forward;Left;Senior;International, Designated Player
Keller Storlie;6' 2\";;1.8.2002 (23);Portland, USA;Defender;Right;;
Santiago Suarez;6' 5\";179 lbs;4.23.2005 (19);Rocklin, CA, USA;Defender;;;Homegrown
Hennadii Synchuk;6' 0\";176 lbs;7.10.2006 (18);Manchenky, Ukraine;Midfielder;;;
Hunter Sulte;6' 7\";194 lbs;4.25.2002 (22);unknown, USA;Goalkeeper;;Supplemental Slots 25-28;Homegrown
Charlie Staniland;;;7.19.2004 (20);;Midfielder;;;
